"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"494","a","a","GO:0090183","regulation of kidney development","10/1064","58/23239",0.000273232051478149,0.00281307330732362,0.00207500326330305,"16869/21410/58198/20474/83557/12159/18510/19126/23967/15229",10
"495","a","a","GO:0031334","positive regulation of protein complex assembly","24/1064","239/23239",0.000274440460432379,0.00281980642779612,0.00207996980538224,"55982/71902/72068/21410/12125/214444/116837/14234/56742/666048/22375/15519/16475/12912/13589/23996/17698/218333/14260/260315/18552/231464/170643/12484",24
"496","a","a","GO:0000076","DNA replication checkpoint","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"23834/327762/269582/77011/235559",5
"497","a","a","GO:0046132","pyrimidine ribonucleoside biosynthetic process","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"69719/22247/80914/51797/18102",5
"498","a","a","GO:0046134","pyrimidine nucleoside biosynthetic process","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"69719/22247/80914/51797/18102",5
"499","a","a","GO:0051782","negative regulation of cell division","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"52679/12144/12316/108961/56452",5
"500","a","a","GO:0061318","renal filtration cell differentiation","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"16449/14234/12159/71805/19126",5
"501","a","a","GO:0072112","glomerular visceral epithelial cell differentiation","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"16449/14234/12159/71805/19126",5
"502","a","a","GO:0072311","glomerular epithelial cell differentiation","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"16449/14234/12159/71805/19126",5
"503","a","a","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"74335/67052/56150/214444/268697",5
"504","a","a","GO:1903504","regulation of mitotic spindle checkpoint","5/1064","14/23239",0.000282173001152961,0.00284748389655548,0.002100385497304,"74335/67052/56150/214444/268697",5
"505","a","a","GO:0021545","cranial nerve development","9/1064","48/23239",0.000285788326198245,0.00286690222296701,0.00211470900980078,"14634/58198/20474/320790/110532/18186/16392/16658/15400",9
"506","a","a","GO:0060043","regulation of cardiac muscle cell proliferation","9/1064","48/23239",0.000285788326198245,0.00286690222296701,0.00211470900980078,"12534/18128/268697/26416/17260/17268/13052/14182/17967",9
"507","a","a","GO:0071300","cellular response to retinoic acid","9/1064","48/23239",0.000285788326198245,0.00286690222296701,0.00211470900980078,"11352/13619/12912/64602/17260/19378/218772/56710/23967",9
"508","a","a","GO:0016358","dendrite development","27/1064","284/23239",0.00028738019390943,0.00287719619335308,0.00212230213653794,"107995/170728/11352/228357/16975/12704/93842/228662/13690/18472/223254/13838/53872/14056/12160/50772/14260/235072/17260/12808/18186/93686/56320/19091/18212/270120/20393",27
"509","a","a","GO:0002062","chondrocyte differentiation","15/1064","117/23239",0.000294296981536536,0.00294065706894857,0.00216911269195784,"14634/12824/269941/26416/12159/17260/218772/216616/107587/20319/13601/14182/208647/23967/83925",15
"510","a","a","GO:0050808","synapse organization","36/1064","424/23239",0.00029662010822129,0.00295805856943819,0.00218194853601791,"22154/107995/11352/228357/16975/242662/20474/55983/93842/18430/26416/18472/77579/223254/13838/53872/81907/13642/235072/17260/104156/18039/18186/56320/12564/231637/14062/13640/71436/18212/18213/22142/12830/234267/12404/219228",36
"511","a","a","GO:0010812","negative regulation of cell-substrate adhesion","10/1064","59/23239",0.00031566860720858,0.00313572370363836,0.00231299941630629,"23790/14114/18128/16449/108911/14538/208177/15404/13640/230959",10
"512","a","a","GO:1904591","positive regulation of protein import","10/1064","59/23239",0.00031566860720858,0.00313572370363836,0.00231299941630629,"68051/12189/12534/14634/28185/13605/26416/15519/70572/76936",10
"513","a","a","GO:0044403","symbiont process","31/1064","347/23239",0.000320321550092355,0.00317574152781621,0.00234251770704659,"13205/14114/11846/19360/21973/107373/13006/18128/12125/22038/66949/27979/19205/55944/53817/18458/13194/13669/15510/98415/15161/16201/20586/230908/72462/21454/21974/110532/18552/14268/29869",31
"514","a","a","GO:0090090","negative regulation of canonical Wnt signaling pathway","15/1064","118/23239",0.000323148174652365,0.00319753232739675,0.00235859122355321,"14634/29806/18128/228357/19273/26416/27041/20378/20319/70433/76365/140577/16392/14734/328949",15
"515","a","a","GO:0030866","cortical actin cytoskeleton organization","8/1064","39/23239",0.000325897030207581,0.00321847047696264,0.00237403580104204,"23790/26934/13605/71819/68743/102502/12317/104215",8
"516","a","a","GO:0031113","regulation of microtubule polymerization","9/1064","49/23239",0.000336032127346526,0.00330572417733933,0.00243839662397031,"214444/22153/56742/13589/16765/14228/76686/260315/20393",9
"517","a","a","GO:0045646","regulation of erythrocyte differentiation","9/1064","49/23239",0.000336032127346526,0.00330572417733933,0.00243839662397031,"76044/50794/26416/97165/14461/15902/93686/15402/16658",9
"518","a","a","GO:0009416","response to light stimulus","27/1064","287/23239",0.000339663534601024,0.00333499756173901,0.00245998950887635,"109689/20877/52033/11352/18538/230484/58186/74041/12530/226409/76843/12190/12443/57741/17688/17685/13194/12912/80750/12649/15312/18148/15902/17536/108012/319955/20393",27
"519","a","a","GO:1903706","regulation of hemopoiesis","34/1064","396/23239",0.000352214410660094,0.00345156549637232,0.00254597334873253,"14634/18128/16449/211651/76044/50794/26416/97165/319156/22694/328365/15519/12159/12912/18102/15405/15289/15170/17260/12977/14461/17268/15902/70564/17536/16186/93686/15404/15402/12484/17300/269023/16658/12522",34
"520","a","a","GO:1990138","neuron projection extension","20/1064","186/23239",0.000356707700187961,0.00348887569837687,0.00257349441997954,"12561/20878/225348/116837/266692/13690/18472/15519/81907/20358/18186/14268/16401/70433/56320/71436/20564/18213/20315/29869",20
"521","a","a","GO:0072273","metanephric nephron morphogenesis","6/1064","22/23239",0.000360096338674628,0.00351525907581413,0.00259295555315966,"16869/58198/12159/18510/14260/269152",6
"522","a","a","GO:0042733","embryonic digit morphogenesis","11/1064","71/23239",0.000362131516061412,0.00352835419672096,0.00260261488857204,"14634/18128/228357/12125/58198/12159/81896/107587/20319/23967/242022",11
"523","a","a","GO:0050770","regulation of axonogenesis","21/1064","201/23239",0.000380213019561114,0.00369744439290215,0.00272734064952362,"12561/228357/225348/18992/12904/13690/18472/13838/20358/18039/18186/14268/70433/56320/231637/13640/18212/18213/20315/29869/18040",21
"524","a","a","GO:0022407","regulation of cell-cell adhesion","33/1064","382/23239",0.000383053957813966,0.00371088081798445,0.00273725174064958,"72349/11846/14634/11352/16449/19273/15505/12144/26416/22694/328365/15519/12159/15510/19684/13642/15170/14538/208650/269152/16401/94212/16186/76365/12484/13640/269023/19091/208936/108797/20315/12522/13482",33
"525","a","a","GO:0042692","muscle cell differentiation","33/1064","382/23239",0.000383053957813966,0.00371088081798445,0.00273725174064958,"13433/28185/18128/20474/26416/50875/19205/53817/77579/14165/12159/14056/20586/19736/276770/13642/17260/218772/243931/13618/64082/13052/93840/18741/50876/76365/19091/20315/11464/68794/20661/109272/16669",33
"526","a","a","GO:0021983","pituitary gland development","8/1064","40/23239",0.000391189798858063,0.00378249299808386,0.00279007493121901,"18992/14165/12159/12912/14461/18741/16392/15364",8
"527","a","a","GO:0000054","ribosomal subunit export from nucleus","5/1064","15/23239",0.00040734601332548,0.00389428914243118,0.00287253896219234,"24015/103573/19384/66165/18148",5
"528","a","a","GO:0003128","heart field specification","5/1064","15/23239",0.00040734601332548,0.00389428914243118,0.00287253896219234,"12159/17260/14464/14725/16392",5
"529","a","a","GO:0009220","pyrimidine ribonucleotide biosynthetic process","5/1064","15/23239",0.00040734601332548,0.00389428914243118,0.00287253896219234,"69719/22247/80914/51797/18102",5
"530","a","a","GO:0033750","ribosome localization","5/1064","15/23239",0.00040734601332548,0.00389428914243118,0.00287253896219234,"24015/103573/19384/66165/18148",5
"531","a","a","GO:0046931","pore complex assembly","5/1064","15/23239",0.00040734601332548,0.00389428914243118,0.00287253896219234,"72787/103468/12462/12469/71805",5
"532","a","a","GO:0072189","ureter development","5/1064","15/23239",0.00040734601332548,0.00389428914243118,0.00287253896219234,"12159/19378/243931/76365/23967",5
"533","a","a","GO:0034629","cellular protein-containing complex localization","7/1064","31/23239",0.000413607484616001,0.00393934019991944,0.00290576990966179,"74470/72787/110379/234865/108911/72124/19384",7
"534","a","a","GO:1901659","glycosyl compound biosynthetic process","7/1064","31/23239",0.000413607484616001,0.00393934019991944,0.00290576990966179,"69719/22247/80914/11636/51797/229363/18102",7
"535","a","a","GO:0030858","positive regulation of epithelial cell differentiation","10/1064","61/23239",0.000417142954022703,0.00396558703581209,0.00292513032589653,"16869/18128/12159/18510/19726/22344/19126/14739/17300/67888",10
"536","a","a","GO:0034470","ncRNA processing","30/1064","337/23239",0.000421180075490777,0.0039964960148248,0.00294792967213105,"70683/56200/56095/109079/98956/50911/74035/245474/67276/234734/225348/104662/20937/227715/72515/67936/217995/83557/380669/53379/28114/27993/17975/69639/110816/320790/18148/72462/100503670/211064",30
"537","a","a","GO:0042471","ear morphogenesis","16/1064","134/23239",0.00042468353919365,0.00402223553135736,0.00296691587510765,"12824/14048/58198/20474/14165/18510/320790/14461/107587/93840/20378/14182/76365/23967/57265/16658",16
"538","a","a","GO:0044728","DNA methylation or demethylation","12/1064","84/23239",0.000429532071036017,0.00406059500611373,0.00299521091992245,"13433/12189/15201/18706/17193/331623/14056/20586/11792/214572/211064/13435",12
"539","a","a","GO:0031644","regulation of neurological system process","18/1064","161/23239",0.000431376307829326,0.00407046363936911,0.00300249030583677,"116837/192170/16592/19736/81907/54377/13618/18216/15234/14182/56320/225908/17967/231637/14739/14062/67888/12404",18
"540","a","a","GO:0001503","ossification","32/1064","369/23239",0.000436032791378554,0.00410678292028023,0.0030292804453668,"67141/14634/12824/29806/18128/228357/16449/11647/15891/269941/60530/20937/14234/27047/26416/12159/12160/17260/12977/15902/107587/20319/13601/14182/268396/23967/17300/14734/20666/20661/433938/15400",32
"541","a","a","GO:0016569","covalent chromatin modification","36/1064","433/23239",0.00044034174506009,0.00413970076779227,0.00305356159041572,"18140/103136/55982/78656/13433/12189/109689/20877/15201/14048/64707/56456/12428/59001/77035/69587/331623/20937/13619/12190/268697/57741/22385/84505/22367/13194/27878/14056/15161/12649/20586/214572/15181/14461/13435/16392",36
"542","a","a","GO:0043062","extracellular structure organization","27/1064","292/23239",0.000445614941478517,0.00418154537335744,0.00308442736731294,"14114/12824/11352/18128/11787/15891/78892/14234/68169/104799/20586/14115/11803/229595/223838/64074/14268/20319/207596/26432/208177/268396/17300/94216/12830/13482/77018",27
"543","a","a","GO:2000177","regulation of neural precursor cell proliferation","14/1064","109/23239",0.000454195549637633,0.00425421466934992,0.00313803031677528,"16869/14634/20419/18128/58198/12316/636931/56195/19716/53605/14461/15902/14725/12484",14
"544","a","a","GO:0060412","ventricular septum morphogenesis","9/1064","51/23239",0.000458476464393707,0.00428641782703381,0.00316178428618261,"18128/56198/12159/15902/93840/18741/57265/20564/20666",9
"545","a","a","GO:0051145","smooth muscle cell differentiation","11/1064","73/23239",0.000463097236393433,0.00432167439320551,0.00318779053695065,"13433/18128/14165/12159/20586/17260/243931/13618/93840/18741/76365",11
"546","a","a","GO:0010470","regulation of gastrulation","8/1064","41/23239",0.000466730033806939,0.0043317316641279,0.00319520906739902,"16869/21410/241324/107587/20319/14182/208177/23967",8
"547","a","a","GO:0055023","positive regulation of cardiac muscle tissue growth","8/1064","41/23239",0.000466730033806939,0.0043317316641279,0.00319520906739902,"12534/18128/268697/26416/53817/17260/14182/17967",8
"548","a","a","GO:0090224","regulation of spindle organization","8/1064","41/23239",0.000466730033806939,0.0043317316641279,0.00319520906739902,"54141/13006/72119/18817/21335/18226/56742/24061",8
"549","a","a","GO:0033622","integrin activation","6/1064","23/23239",0.000468434020672302,0.00433173714388968,0.00319521310942791,"381293/14234/18552/14268/12484/20315",6
"550","a","a","GO:2000637","positive regulation of gene silencing by miRNA","6/1064","23/23239",0.000468434020672302,0.00433173714388968,0.00319521310942791,"29806/83557/636931/12159/16475/13865",6
"551","a","a","GO:0035904","aorta development","10/1064","62/23239",0.000477245857508265,0.00440521312393291,0.00324941109209945,"14048/18128/16449/77579/20586/320790/13642/268977/14725/15531",10
"552","a","a","GO:0071826","ribonucleoprotein complex subunit organization","23/1064","234/23239",0.000493580471140631,0.00454773600764719,0.00335454004413655,"13205/72068/217869/67832/29806/67678/432508/56351/68879/20641/55944/27041/53817/192159/15519/13669/56195/23881/19656/100503670/214572/320632/231464",23
"553","a","a","GO:0051099","positive regulation of binding","21/1064","205/23239",0.000494829151627479,0.00455099650122488,0.00335694507737763,"109689/67849/11352/97165/55944/12159/13838/13589/16765/19384/20586/18102/15258/17260/219150/67839/18741/233744/16392/17300/15400",21
"554","a","a","GO:0060561","apoptotic process involved in morphogenesis","7/1064","32/23239",0.000508684281394964,0.00466156442373836,0.00343850313682627,"21410/18128/12125/73699/14234/18510/17300",7
"555","a","a","GO:0071539","protein localization to centrosome","7/1064","32/23239",0.000508684281394964,0.00466156442373836,0.00343850313682627,"54141/74470/20878/20460/18226/209586/18536",7
"556","a","a","GO:0110110","positive regulation of animal organ morphogenesis","13/1064","98/23239",0.000524407170250532,0.0047970051580831,0.00353840809309522,"16869/18128/16449/58198/20474/14165/12159/18510/12977/14464/14182/24063/15364",13
"557","a","a","GO:0046661","male sex differentiation","17/1064","150/23239",0.000525918472155633,0.00480219272779812,0.00354223459276704,"228421/12125/12316/237911/20474/97165/12443/73296/14165/17685/55994/14228/12160/15405/14725/20319/15364",17
"558","a","a","GO:0031032","actomyosin structure organization","20/1064","192/23239",0.000538294174027696,0.0049063873998295,0.00361909156052577,"109689/26934/268970/13605/71819/20474/68743/50875/77579/16765/17260/18186/50876/22003/208177/268396/11464/109272/16669/218194",20
"559","a","a","GO:0035270","endocrine system development","16/1064","137/23239",0.000544182587569238,0.00495118540317915,0.00365213584803081,"21410/18576/18992/14165/12159/12912/18510/12160/19726/14461/17242/18741/15402/16392/15364/15400",16
"560","a","a","GO:2000826","regulation of heart morphogenesis","8/1064","42/23239",0.000553676027086987,0.00502856477457931,0.00370921308371809,"14048/18128/16449/14234/12159/14464/16392/17300",8
"561","a","a","GO:0000722","telomere maintenance via recombination","5/1064","16/23239",0.000570253104821966,0.00512421782884191,0.00377976951010878,"19360/74335/19361/19891/12190",5
"562","a","a","GO:0001833","inner cell mass cell proliferation","5/1064","16/23239",0.000570253104821966,0.00512421782884191,0.00377976951010878,"99377/12190/76044/84505/12649",5
"563","a","a","GO:0009218","pyrimidine ribonucleotide metabolic process","5/1064","16/23239",0.000570253104821966,0.00512421782884191,0.00377976951010878,"69719/22247/80914/51797/18102",5
"564","a","a","GO:0045603","positive regulation of endothelial cell differentiation","5/1064","16/23239",0.000570253104821966,0.00512421782884191,0.00377976951010878,"18128/12159/22344/14739/67888",5
"565","a","a","GO:0046112","nucleobase biosynthetic process","5/1064","16/23239",0.000570253104821966,0.00512421782884191,0.00377976951010878,"69719/108156/22247/51797/19139",5
"566","a","a","GO:1902337","regulation of apoptotic process involved in morphogenesis","5/1064","16/23239",0.000570253104821966,0.00512421782884191,0.00377976951010878,"21410/18128/14234/18510/17300",5
"567","a","a","GO:0030518","intracellular steroid hormone receptor signaling pathway","14/1064","112/23239",0.000599677074719337,0.00537752182859515,0.00396661377923156,"12189/72068/56198/27401/56351/12317/14228/20586/56736/23989/93686/16392/18212/15364",14
"568","a","a","GO:0060148","positive regulation of posttranscriptional gene silencing","6/1064","24/23239",0.000600556901030681,0.00537752182859515,0.00396661377923156,"29806/83557/636931/12159/16475/13865",6
"569","a","a","GO:0006289","nucleotide-excision repair","9/1064","53/23239",0.000615379660233385,0.00550056406317574,0.00405737324775096,"68275/19891/237911/234258/12190/18973/15312/15289/319955",9
"570","a","a","GO:1904951","positive regulation of establishment of protein localization","36/1064","441/23239",0.000616904631586149,0.0055045209758722,0.00406029197963626,"68051/12189/109689/12534/14634/28185/240641/11352/13605/245474/216853/26416/81799/12462/19205/56455/77579/15519/12465/12469/15510/17975/12466/70572/85305/12461/218333/76936/15289/21454/14725/12494/18536/16392/14062/215999",36
"571","a","a","GO:1905508","protein localization to microtubule organizing center","7/1064","33/23239",0.000620372123519735,0.00552576641019505,0.0040759632191434,"54141/74470/20878/20460/18226/209586/18536",7
"572","a","a","GO:0010824","regulation of centrosome duplication","8/1064","43/23239",0.000653261554726605,0.00580854592192222,0.00428454946824737,"74335/20873/20460/214444/18226/12449/103573/18148",8
"573","a","a","GO:0051101","regulation of DNA binding","15/1064","126/23239",0.000654860654796433,0.00581260260086328,0.00428754179056579,"67849/18005/381280/97165/266692/20586/18102/15258/12395/20610/15902/18741/16392/17300/20666",15
"574","a","a","GO:0009798","axis specification","12/1064","88/23239",0.000660484863210202,0.00585231012942001,0.00431683119838833,"16869/18128/20878/20460/17427/14165/12159/27412/12808/18741/76365/14734",12
"575","a","a","GO:0051258","protein polymerization","25/1064","270/23239",0.000698343398000198,0.00617699916909392,0.00455633111299351,"68612/67141/67203/268970/214444/75786/50875/22153/56742/15519/74237/13589/16765/14228/19684/14260/76686/12808/260315/18039/50876/22003/56320/170643/20393",25
"576","a","a","GO:1901342","regulation of vasculature development","29/1064","332/23239",0.000705732901672695,0.00623152350331133,0.00459654982010505,"13433/12189/12266/18128/18576/14234/22375/12159/15258/15289/13642/18654/14461/20358/11504/64074/18186/20319/13601/15234/73230/226841/15402/16392/65255/17300/15364/67888/24071",29
"577","a","a","GO:1903707","negative regulation of hemopoiesis","17/1064","154/23239",0.000711571845268321,0.00627219134321435,0.00462654758102034,"14634/18128/76044/50794/319156/22694/12159/18102/15405/14461/17268/15902/17536/15404/15402/269023/16658",17
"578","a","a","GO:0002040","sprouting angiogenesis","14/1064","114/23239",0.000717187983338628,0.00631075792951602,0.00465499539722977,"52679/18128/108961/14234/12159/15289/13642/18654/14461/20358/11600/18186/73230/24071",14
"579","a","a","GO:0000055","ribosomal large subunit export from nucleus","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"103573/19384/66165/18148",4
"580","a","a","GO:0003149","membranous septum morphogenesis","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"12159/15902/93840/57265",4
"581","a","a","GO:0033314","mitotic DNA replication checkpoint","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"23834/269582/77011/235559",4
"582","a","a","GO:0048703","embryonic viscerocranium morphogenesis","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"16869/14234/17260/15531",4
"583","a","a","GO:0051095","regulation of helicase activity","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"19891/17216/17688/17685",4
"584","a","a","GO:0060982","coronary artery morphogenesis","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"18128/77044/18186/14725",4
"585","a","a","GO:0072017","distal tubule development","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"18128/16449/18993/18510",4
"586","a","a","GO:0075522","IRES-dependent viral translational initiation","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"27979/19205/55944/13669",4
"587","a","a","GO:1904263","positive regulation of TORC1 signaling","4/1064","10/23239",0.000734988816437525,0.00636823359523212,0.0046973910907977,"52187/110379/74374/72124",4
"588","a","a","GO:0010769","regulation of cell morphogenesis involved in differentiation","29/1064","333/23239",0.00074017583002898,0.00640226916926427,0.00472249670287018,"12561/23790/14114/228357/16975/12704/225348/108911/18992/12317/12904/13690/18472/13838/53872/20358/18039/18186/14268/70433/56320/231637/13640/18212/18213/20315/29869/20393/18040",29
"589","a","a","GO:1902115","regulation of organelle assembly","20/1064","197/23239",0.000746123594051126,0.00644275823318171,0.00475236259350945,"54141/72068/13006/20873/20460/100855/18817/17427/214444/18226/56455/17698/19684/24061/18148/235072/17260/231464/18213/12404",20
"590","a","a","GO:0031100","animal organ regeneration","6/1064","25/23239",0.000759843024663118,0.00652583751207051,0.00481364424385191,"12534/20878/12443/14056/16880/20315",6
"591","a","a","GO:0072012","glomerulus vasculature development","6/1064","25/23239",0.000759843024663118,0.00652583751207051,0.00481364424385191,"18128/14234/12159/11600/18131/23967",6
"592","a","a","GO:0071214","cellular response to abiotic stimulus","26/1064","287/23239",0.000764324253446539,0.00652583751207051,0.00481364424385191,"13205/20528/20877/52033/22596/19361/18538/13605/59001/19362/12144/74041/12530/60530/667742/72440/26416/57741/13194/98415/80750/12649/18148/76257/20319/23967",26
"593","a","a","GO:0104004","cellular response to environmental stimulus","26/1064","287/23239",0.000764324253446539,0.00652583751207051,0.00481364424385191,"13205/20528/20877/52033/22596/19361/18538/13605/59001/19362/12144/74041/12530/60530/667742/72440/26416/57741/13194/98415/80750/12649/18148/76257/20319/23967",26
"594","a","a","GO:0003156","regulation of animal organ formation","8/1064","44/23239",0.000766795753658736,0.00652583751207051,0.00481364424385191,"14048/18128/14165/12159/14464/14182/24063/16392",8
"595","a","a","GO:0060421","positive regulation of heart growth","8/1064","44/23239",0.000766795753658736,0.00652583751207051,0.00481364424385191,"12534/18128/268697/26416/53817/17260/14182/17967",8
"596","a","a","GO:0090184","positive regulation of kidney development","8/1064","44/23239",0.000766795753658736,0.00652583751207051,0.00481364424385191,"16869/58198/20474/83557/12159/18510/19126/15229",8
"597","a","a","GO:0008406","gonad development","21/1064","212/23239",0.000768517835421877,0.00652583751207051,0.00481364424385191,"109689/228421/12125/12316/237911/20474/12190/103468/97165/12443/73296/12159/17685/15405/11600/11504/14725/20319/23967/17300/15364",21
"598","a","a","GO:0045637","regulation of myeloid cell differentiation","21/1064","212/23239",0.000768517835421877,0.00652583751207051,0.00481364424385191,"16449/76044/50794/26416/97165/319156/12912/18102/15405/15289/17260/12977/14461/17268/15902/70564/17536/93686/15404/15402/16658",21
"599","a","a","GO:0016032","viral process","25/1064","272/23239",0.000776957399880862,0.00652583751207051,0.00481364424385191,"13205/14114/19360/21973/107373/13006/18128/12125/22038/66949/27979/19205/55944/18458/13194/13669/98415/15161/16201/20586/230908/72462/21974/110532/18552",25
"600","a","a","GO:0000729","DNA double-strand break processing","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"12144/237911/327762/26909/97827",5
"601","a","a","GO:0006346","methylation-dependent chromatin silencing","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"13433/15201/84505/20586/13435",5
"602","a","a","GO:0048291","isotype switching to IgG isotypes","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"55982/237877/18861/17685/15510",5
"603","a","a","GO:0060973","cell migration involved in heart development","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"18128/12159/18186/18741/71436",5
"604","a","a","GO:0071428","rRNA-containing ribonucleoprotein complex export from nucleus","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"24015/103573/19384/66165/18148",5
"605","a","a","GO:1904748","regulation of apoptotic process involved in development","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"21410/18128/14234/18510/17300",5
"606","a","a","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","5/1064","17/23239",0.000777557517167662,0.00652583751207051,0.00481364424385191,"16869/58198/18510/19126/23967",5
"607","a","a","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","30/1064","350/23239",0.000783384205932263,0.00656390786057906,0.0048417260208837,"170749/18128/228357/241324/26416/14165/12159/12912/55994/66995/12160/71805/15258/170676/268977/14538/14725/20319/19663/73230/27528/94187/14734/20666/67888/15229/24071/68371/72693/83925",30
"608","a","a","GO:1904018","positive regulation of vasculature development","20/1064","198/23239",0.000795106064294743,0.00665116684704451,0.00490609074298211,"12189/12266/18128/14234/15258/15289/13642/18654/14461/64074/18186/20319/13601/15234/73230/226841/16392/65255/15364/67888",20
"609","a","a","GO:0035264","multicellular organism growth","21/1064","213/23239",0.000816706426691776,0.00682063856511391,0.00503109792538154,"11352/18706/20460/57434/11784/29876/20937/12190/102502/18992/74493/12912/320790/232339/12977/218772/110532/15402/268396/319955/15364",21
"610","a","a","GO:0043409","negative regulation of MAPK cascade","18/1064","170/23239",0.000825209015282402,0.00688034926512507,0.00507514224411817,"14235/72349/14114/109689/52033/15505/18226/18472/12159/13669/15170/232339/20358/67603/14013/20319/24063/24071",18
"611","a","a","GO:0055006","cardiac cell development","13/1064","103/23239",0.00084675588370991,0.00704844586669166,0.00519913510128714,"28185/18128/16449/53817/77579/12159/19736/64082/13052/18741/19091/11464/109272",13
"612","a","a","GO:0071902","positive regulation of protein serine/threonine kinase activity","25/1064","274/23239",0.00086316010028279,0.00717325534319979,0.00529119813795642,"13205/23834/109689/26399/54124/404710/20460/268934/56742/12443/14165/12159/16475/13838/14056/85305/93840/15234/14182/12484/14062/27206/319955/18213/54635",25
"613","a","a","GO:0007131","reciprocal meiotic recombination","8/1064","45/23239",0.000895662622365262,0.00738352406639705,0.00544629835723226,"21973/19361/19891/12144/237911/268465/21974/235559",8
"614","a","a","GO:0031111","negative regulation of microtubule polymerization or depolymerization","8/1064","45/23239",0.000895662622365262,0.00738352406639705,0.00544629835723226,"80986/22153/13589/16765/14228/76686/260315/20393",8
"615","a","a","GO:0035825","homologous recombination","8/1064","45/23239",0.000895662622365262,0.00738352406639705,0.00544629835723226,"21973/19361/19891/12144/237911/268465/21974/235559",8
"616","a","a","GO:0009119","ribonucleoside metabolic process","10/1064","67/23239",0.000895720477579037,0.00738352406639705,0.00544629835723226,"69719/22247/224794/80914/11636/51797/229363/19384/18102/104215",10
"617","a","a","GO:1904888","cranial skeletal system development","10/1064","67/23239",0.000895720477579037,0.00738352406639705,0.00544629835723226,"16869/14634/74107/20474/14234/12159/192170/17260/268396/15531",10
"618","a","a","GO:0007099","centriole replication","7/1064","35/23239",0.000901664133040087,0.00739655448490626,0.00545590996630708,"74470/20873/72776/20460/214444/18226/18148",7
"619","a","a","GO:0007143","female meiotic nuclear division","7/1064","35/23239",0.000901664133040087,0.00739655448490626,0.00545590996630708,"67141/21973/67121/20878/18817/215387/22137",7
"620","a","a","GO:0008156","negative regulation of DNA replication","7/1064","35/23239",0.000901664133040087,0.00739655448490626,0.00545590996630708,"57441/67141/13006/226409/12190/17688/24061",7
"621","a","a","GO:0021675","nerve development","11/1064","79/23239",0.000916698970165643,0.00750777932731475,0.0055379525886437,"14634/58198/20474/320790/110532/18186/16401/16392/16658/15400/77018",11
"622","a","a","GO:0031589","cell-substrate adhesion","28/1064","322/23239",0.000926177811958731,0.00757321599939245,0.00558622054801306,"72349/23790/14114/18128/16449/12125/13612/108911/381293/68169/12317/16475/14260/14115/12977/14538/18074/11600/64074/18552/18186/14268/16401/208177/56320/15404/13640/230959",28
"623","a","a","GO:0043010","camera-type eye development","29/1064","338/23239",0.000935388912097324,0.00763625683294862,0.00563272126842082,"16869/14634/16449/29876/14234/77579/14165/12159/81896/20586/15312/320790/15258/19378/218772/17268/107587/18186/18741/19126/22141/17300/18212/23937/18213/20666/270120/234267/195727",29
"624","a","a","GO:0006312","mitotic recombination","6/1064","26/23239",0.000949876159581716,0.00772372990797466,0.00569724390835973,"19360/74335/19361/19891/12144/12190",6
"625","a","a","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","6/1064","26/23239",0.000949876159581716,0.00772372990797466,0.00569724390835973,"16869/21410/58198/20474/12159/18510",6
"626","a","a","GO:0021543","pallium development","17/1064","158/23239",0.000950659638692909,0.00772372990797466,0.00569724390835973,"14634/67203/16975/12316/21335/381293/18993/228662/18992/140486/18472/81907/18186/17242/14182/18212/13865",17
